CASE_ID,CASE_06
SANTRAL,KANGAL RES
ACIKLAMA,18.10.2024 tarihinde saat 04:00'de 89 MW uretimden 0 MW'a ani dusus

# OLAY BILGILERI
Tarih,2024-10-18
Saat,04:00
Onceki_Uretim_MW,89.4
Sonraki_Uretim_MW,0.0
Kayip_MW,89.4
Dusus_Yuzde,100.0%

# SANTRAL BILGILERI (Kaynak: enerjiatlasi.com)
Kurulu_Guc,128 MW (151.4 MW)
Il,Sivas
Isletmeci_Firma,Ece Tur İnşaat
Turbin_Adedi,63
Yillik_Uretim,~380 GWh
Detay_URL,https://www.enerjiatlasi.com/ruzgar/kangal-ruzgar-santrali-res.html


# EN YAKIN 3 METEOROLOJI ISTASYONU
# Kaynak: https://teknolojikkazalar.org/list/weather_station
Istasyon_No,Istasyon_Adi,Kod,Enlem,Boylam,Tip,Organizasyon
17090,Sivas Bölge,SIVS,39° 45' N,37° 01' E,B, S,DMİ
17874,Kangal,KNGL,39° 14' N,37° 23' E,B,DMİ
17802,Şarkışla,SRKS,39° 21' N,36° 24' E,B,DMİ

# GERCEK ZAMANLI URETIM (Olay oncesi/sonrasi 72 saat)
Tarih_Saat,Toplam_MWh,Ruzgar_MWh
2024-10-15T00:00:00+03:00,0.49,0.49
2024-10-15T01:00:00+03:00,0.06,0.06
2024-10-15T02:00:00+03:00,0,0
2024-10-15T03:00:00+03:00,0.16,0.16
2024-10-15T04:00:00+03:00,0.77,0.77
2024-10-15T05:00:00+03:00,1.02,1.02
2024-10-15T06:00:00+03:00,0.78,0.78
2024-10-15T07:00:00+03:00,7.86,7.86
2024-10-15T08:00:00+03:00,24.39,24.39
2024-10-15T09:00:00+03:00,32.5,32.5
2024-10-15T10:00:00+03:00,31.84,31.84
2024-10-15T11:00:00+03:00,32.66,32.66
2024-10-15T12:00:00+03:00,28.8,28.8
2024-10-15T13:00:00+03:00,31,31
2024-10-15T14:00:00+03:00,23.7,23.7
2024-10-15T15:00:00+03:00,11,11
2024-10-15T16:00:00+03:00,12.04,12.04
2024-10-15T17:00:00+03:00,22,22
2024-10-15T18:00:00+03:00,16.7,16.7
2024-10-15T19:00:00+03:00,13.52,13.52
2024-10-15T20:00:00+03:00,18.73,18.73
2024-10-15T21:00:00+03:00,15.75,15.75
2024-10-15T22:00:00+03:00,12.95,12.95
2024-10-15T23:00:00+03:00,16.46,16.46
2024-10-16T00:00:00+03:00,23.25,23.25
2024-10-16T01:00:00+03:00,17.08,17.08
2024-10-16T02:00:00+03:00,8.59,8.59
2024-10-16T03:00:00+03:00,11.15,11.15
2024-10-16T04:00:00+03:00,9.95,9.95
2024-10-16T05:00:00+03:00,10.75,10.75
2024-10-16T06:00:00+03:00,12.75,12.75
2024-10-16T07:00:00+03:00,19.77,19.77
2024-10-16T08:00:00+03:00,38.6,38.6
2024-10-16T09:00:00+03:00,37.1,37.1
2024-10-16T10:00:00+03:00,36.1,36.1
2024-10-16T11:00:00+03:00,34.15,34.15
2024-10-16T12:00:00+03:00,35.65,35.65
2024-10-16T13:00:00+03:00,32.25,32.25
2024-10-16T14:00:00+03:00,38.05,38.05
2024-10-16T15:00:00+03:00,41.35,41.35
2024-10-16T16:00:00+03:00,36.3,36.3
2024-10-16T17:00:00+03:00,26.45,26.45
2024-10-16T18:00:00+03:00,18.25,18.25
2024-10-16T19:00:00+03:00,18.3,18.3
2024-10-16T20:00:00+03:00,22.83,22.83
2024-10-16T21:00:00+03:00,9.56,9.56
2024-10-16T22:00:00+03:00,2.29,2.29
2024-10-16T23:00:00+03:00,3.23,3.23
2024-10-17T00:00:00+03:00,3.64,3.64
2024-10-17T01:00:00+03:00,3.94,3.94
2024-10-17T02:00:00+03:00,6.87,6.87
2024-10-17T03:00:00+03:00,23.29,23.29
2024-10-17T04:00:00+03:00,40.57,40.57
2024-10-17T05:00:00+03:00,80.18,80.18
2024-10-17T06:00:00+03:00,32.32,32.32
2024-10-17T07:00:00+03:00,58.13,58.13
2024-10-17T08:00:00+03:00,91.8,91.8
2024-10-17T09:00:00+03:00,56.95,56.95
2024-10-17T10:00:00+03:00,34.45,34.45
2024-10-17T11:00:00+03:00,87.3,87.3
2024-10-17T12:00:00+03:00,70.4,70.4
2024-10-17T13:00:00+03:00,84.1,84.1
2024-10-17T14:00:00+03:00,114.7,114.7
2024-10-17T15:00:00+03:00,124.95,124.95
2024-10-17T16:00:00+03:00,87.05,87.05
2024-10-17T17:00:00+03:00,104.25,104.25
2024-10-17T18:00:00+03:00,66.35,66.35
2024-10-17T19:00:00+03:00,49.65,49.65
2024-10-17T20:00:00+03:00,94.37,94.37
2024-10-17T21:00:00+03:00,105.45,105.45
2024-10-17T22:00:00+03:00,61.28,61.28
2024-10-17T23:00:00+03:00,86.5,86.5
2024-10-18T00:00:00+03:00,90.1,90.1
2024-10-18T01:00:00+03:00,93.75,93.75
2024-10-18T02:00:00+03:00,94.82,94.82
2024-10-18T03:00:00+03:00,89.43,89.43
2024-10-18T04:00:00+03:00,0,0
2024-10-18T05:00:00+03:00,110.24,110.24
2024-10-18T06:00:00+03:00,97.48,97.48
2024-10-18T07:00:00+03:00,55.92,55.92
2024-10-18T08:00:00+03:00,71.95,71.95
2024-10-18T09:00:00+03:00,116,116
2024-10-18T10:00:00+03:00,116.35,116.35
2024-10-18T11:00:00+03:00,126.25,126.25
2024-10-18T12:00:00+03:00,127.55,127.55
2024-10-18T13:00:00+03:00,122.15,122.15
2024-10-18T14:00:00+03:00,127.3,127.3
2024-10-18T15:00:00+03:00,127.35,127.35
2024-10-18T16:00:00+03:00,107.7,107.7
2024-10-18T17:00:00+03:00,103.1,103.1
2024-10-18T18:00:00+03:00,90.95,90.95
2024-10-18T19:00:00+03:00,82.7,82.7
2024-10-18T20:00:00+03:00,76.8,76.8
2024-10-18T21:00:00+03:00,80.2,80.2
2024-10-18T22:00:00+03:00,91,91
2024-10-18T23:00:00+03:00,77,77
2024-10-19T00:00:00+03:00,54.8,54.8
2024-10-19T01:00:00+03:00,57.4,57.4
2024-10-19T02:00:00+03:00,50,50
2024-10-19T03:00:00+03:00,1.5,1.5
2024-10-19T04:00:00+03:00,24.8,24.8
2024-10-19T05:00:00+03:00,22.5,22.5
2024-10-19T06:00:00+03:00,31.5,31.5
2024-10-19T07:00:00+03:00,27,27
2024-10-19T08:00:00+03:00,49.1,49.1
2024-10-19T09:00:00+03:00,54,54
2024-10-19T10:00:00+03:00,61.6,61.6
2024-10-19T11:00:00+03:00,63.85,63.85
2024-10-19T12:00:00+03:00,88.4,88.4
2024-10-19T13:00:00+03:00,99,99
2024-10-19T14:00:00+03:00,84.5,84.5
2024-10-19T15:00:00+03:00,76.05,76.05
2024-10-19T16:00:00+03:00,56.4,56.4
2024-10-19T17:00:00+03:00,39,39
2024-10-19T18:00:00+03:00,32.75,32.75
2024-10-19T19:00:00+03:00,23.35,23.35
2024-10-19T20:00:00+03:00,16.8,16.8
2024-10-19T21:00:00+03:00,23.4,23.4
2024-10-19T22:00:00+03:00,36.1,36.1
2024-10-19T23:00:00+03:00,57.9,57.9
2024-10-20T00:00:00+03:00,84.2,84.2
2024-10-20T01:00:00+03:00,67.1,67.1
2024-10-20T02:00:00+03:00,78.1,78.1
2024-10-20T03:00:00+03:00,77.6,77.6
2024-10-20T04:00:00+03:00,86.3,86.3
2024-10-20T05:00:00+03:00,94.9,94.9
2024-10-20T06:00:00+03:00,97.9,97.9
2024-10-20T07:00:00+03:00,80.65,80.65
2024-10-20T08:00:00+03:00,77.6,77.6
2024-10-20T09:00:00+03:00,66.35,66.35
2024-10-20T10:00:00+03:00,67.85,67.85
2024-10-20T11:00:00+03:00,63.9,63.9
2024-10-20T12:00:00+03:00,107.55,107.55
2024-10-20T13:00:00+03:00,106,106
2024-10-20T14:00:00+03:00,97.75,97.75
2024-10-20T15:00:00+03:00,88.65,88.65
2024-10-20T16:00:00+03:00,87.5,87.5
2024-10-20T17:00:00+03:00,74.2,74.2
2024-10-20T18:00:00+03:00,60.8,60.8
2024-10-20T19:00:00+03:00,38.5,38.5
2024-10-20T20:00:00+03:00,56,56
2024-10-20T21:00:00+03:00,79.1,79.1
2024-10-20T22:00:00+03:00,50.6,50.6
2024-10-20T23:00:00+03:00,64.1,64.1
2024-10-21T00:00:00+03:00,61.1,61.1
2024-10-21T01:00:00+03:00,105.9,105.9
2024-10-21T02:00:00+03:00,92.4,92.4
2024-10-21T03:00:00+03:00,97.5,97.5
2024-10-21T04:00:00+03:00,64.5,64.5
2024-10-21T05:00:00+03:00,92.8,92.8
2024-10-21T06:00:00+03:00,110.5,110.5
2024-10-21T07:00:00+03:00,119.75,119.75
2024-10-21T08:00:00+03:00,118.49,118.49
2024-10-21T09:00:00+03:00,126.81,126.81
2024-10-21T10:00:00+03:00,127.73,127.73
2024-10-21T11:00:00+03:00,124.27,124.27
2024-10-21T12:00:00+03:00,126.21,126.21
2024-10-21T13:00:00+03:00,127.82,127.82
2024-10-21T14:00:00+03:00,127.76,127.76
2024-10-21T15:00:00+03:00,122.65,122.65
2024-10-21T16:00:00+03:00,127.62,127.62
2024-10-21T17:00:00+03:00,119.22,119.22
2024-10-21T18:00:00+03:00,111.07,111.07
2024-10-21T19:00:00+03:00,104.18,104.18
2024-10-21T20:00:00+03:00,97.3,97.3
2024-10-21T21:00:00+03:00,87.4,87.4
2024-10-21T22:00:00+03:00,84.5,84.5
2024-10-21T23:00:00+03:00,93,93